Salario,Idade,Marca,Nome,Ano,Valor_Carro,Valor_Seguro
11385.18,50,Renault,Clio,2010,14000.0,1100.0
3215.96,36,Fiat,Siena,2019,28548.99,1275.52
14962.93,46,Mini,Countryman,2015,104952.42,7263.65
6066.68,38,Toyota,Camry,2011,118723.24,5635.55
7198.99,32,Chevrolet,Prisma,2023,59938.07,2918.58
12609.43,29,Renault,Logan,2022,63257.55,3936.03
4537.4,22,Fiat,Cronos,2015,46948.13,4322.27
11118.75,49,Kia,Soul,2018,44832.59,2602.78
9719.31,46,Fiat,Argo,2022,62574.83,2681.11
6981.82,34,Volkswagen,Fox,2023,47254.59,2130.9
9318.87,18,Ford,EcoSport,2021,51697.32,4223.35
5933.77,43,GWM,Ora 03,2018,71416.15,3428.42
10450.5,27,Volkswagen,Tiguan,2016,109311.5,6922.69
25275.42,39,Renault,Duster,2022,89917.6,4378.6
9811.46,19,Volkswagen,Up,2017,29523.31,2843.11
7468.04,39,Hyundai,Azera,2015,49166.72,2865.57
3986.48,36,Renault,Duster,2012,43049.1,2210.02
13361.38,18,Mitsubishi,Lancer,2023,67678.04,6182.9
10040.96,57,Honda,Civic,2024,167416.41,10025.31
5910.5,34,Chevrolet,Camaro,2024,494731.04,19779.5
11787.32,34,Ford,EcoSport,2021,58300.06,2373.37
9891.46,44,Toyota,Yaris,2008,30380.64,1329.26
7567.83,37,Mitsubishi,ASX,2012,30116.42,1448.74
6356.87,42,Hyundai,Tucson,2008,42709.05,2376.77
7714.13,24,Hyundai,i30,2012,16877.18,1419.38
8693.15,36,Land Rover,Range Rover Sport,2018,470064.62,26165.44
1995.43,18,Peugeot,2008,2024,118923.4,9587.96
6171.64,35,CAOA Chery,Tiggo 8,2022,144727.26,6791.94
15969.89,55,Nissan,Frontier,2007,76012.28,4710.27
4439.49,19,Ford,Maverick,2015,97673.78,9542.12
13759.76,33,BMW,530i,2019,342769.67,20836.53
5734.03,18,Hyundai,Santa Fe,2018,179887.52,16873.49
12333.33,38,Kia,Stonic,2008,26942.42,1178.79
8550.57,43,Hyundai,Azera,2014,44103.12,2230.9
9268.7,42,BYD,Dolphin Mini,2008,23306.62,1591.86
4124.98,30,Ford,Ranger,2014,116658.7,5143.15
3163.47,18,GWM,Haval H6,2020,139589.11,13884.21
3079.21,23,Fiat,Pulse,2018,62067.41,5256.79
4908.99,53,Citroen,Aircross,2013,20463.42,1100.0
6490.52,48,Honda,Accord,2022,252737.5,10569.97
5543.61,36,Mitsubishi,Eclipse Cross,2020,112322.69,5116.78
6571.06,39,Hyundai,ix35,2024,97759.49,6737.1
14934.3,25,CAOA Chery,Tiggo 8,2011,66819.61,5082.22
11198.94,53,BYD,Dolphin,2019,108766.22,7155.08
3638.59,29,Fiat,Fiorino,2017,52270.17,4168.74
5169.26,43,Toyota,Hilux,2005,57871.5,3250.89
3682.74,22,Mitsubishi,ASX,2014,30198.93,2205.59
6612.23,35,Volkswagen,T-Cross,2012,57760.22,2928.27
5007.94,52,Hyundai,ix35,2024,89365.7,3593.83
1964.92,26,Volkswagen,Saveiro,2018,52528.55,3928.96
13176.38,46,Honda,HR-V,2017,74018.37,3552.31
4979.58,25,Honda,ZR-V,2018,113254.05,7628.64
2355.98,27,Volkswagen,Up,2025,54904.1,3195.77
4729.35,37,Fiat,Toro,2022,132351.13,5918.55
2512.29,49,Renault,Logan,2024,80606.77,4705.5
3410.83,34,Hyundai,Azera,2008,27818.7,1506.28
3236.97,45,Volkswagen,Taos,2024,166508.32,8042.38
6904.02,51,CAOA Chery,Arrizo 6,2024,115389.56,5039.69
22919.76,28,Audi,A4,2019,180543.39,14824.54
1628.91,19,Chevrolet,Corsa,2018,23291.65,2017.07
2441.72,33,Chevrolet,Onix,2024,84602.7,4475.47
4178.75,53,Citroen,Basalt,2010,31218.77,1551.93
11066.74,28,Chevrolet,Equinox,2023,181778.47,11864.6
15359.11,50,Ford,Ka Sedan,2024,59714.97,2703.71
8869.49,34,Volkswagen,Polo,2014,35997.32,1875.69
2789.25,59,Peugeot,206,2015,14000.0,1100.0
8350.67,64,Mitsubishi,Pajero Sport,2024,360822.86,21012.15
3949.2,50,Chevrolet,Corsa,2024,37791.03,1708.08
2430.85,18,Hyundai,i30,2017,36856.43,3947.81
5411.71,18,Ford,Focus,2016,36784.76,2997.82
5551.29,38,Toyota,Etios,2019,33901.85,1880.23
6277.68,48,Toyota,Camry,2023,307750.52,12993.66
9098.93,44,Renault,Duster,2014,63347.07,3522.06
8880.14,29,Hyundai,i30,2015,32954.03,2611.13
7335.71,20,Toyota,RAV4,2013,116653.19,11299.22
5894.61,49,Volkswagen,Taos,2024,194502.09,8071.83
4399.45,60,Renault,Kwid,2014,31798.66,1967.96
2893.24,29,Peugeot,3008,2019,130915.06,7981.67
7907.35,47,Citroen,C3,2024,81567.68,2631.86
7643.4,69,Land Rover,Discovery,2022,526196.03,32030.73
5649.14,35,Toyota,SW4,2008,71347.15,3604.01
2748.29,35,Hyundai,HB20,2020,57766.67,4066.4
9121.78,44,Chevrolet,Celta,2019,23254.15,1100.0
4824.99,34,Volkswagen,Tiguan,2017,130470.86,6699.98
11950.27,54,Kia,Sportage,2010,46984.12,1968.3
6383.43,33,Chevrolet,Camaro,2025,515004.84,27370.05
8450.8,37,Nissan,Kicks,2021,87312.7,4098.99
1677.32,20,Renault,Sandero,2012,23107.84,2666.3
13368.41,35,Mini,Countryman,2014,102889.3,7533.66
7052.28,25,Jeep,Wrangler,2012,156870.46,11127.81
3559.59,42,Renault,Captur,2020,81966.47,3952.82
6176.34,18,Chevrolet,Prisma,2025,71957.09,5705.21
3779.33,49,Fiat,Uno,2022,34714.9,1334.03
7517.06,27,Toyota,Etios,2021,48466.51,3268.72
6953.37,59,Audi,A4,2016,179288.18,15840.86
4095.47,54,Volkswagen,Gol,2023,57770.93,3754.95
8372.74,44,Toyota,Hilux,2015,110068.96,5081.69
2396.09,19,Hyundai,Kona,2015,92256.46,7963.6
10525.07,30,CAOA Chery,Tiggo 2,2021,65766.48,3649.96
10919.63,27,Fiat,Strada,2023,98135.73,6315.81
6614.23,28,Renault,Sandero,2020,55339.44,4020.32
7409.97,56,BYD,Dolphin,2024,138580.34,8451.66
4722.43,36,Fiat,Toro,2020,129262.96,6495.48
4946.34,30,Volkswagen,Up,2021,41655.75,1680.11
4609.02,29,Jeep,Cherokee,2013,50625.01,3382.71
6007.92,31,Hyundai,HB20,2019,57494.91,3852.54
8585.58,44,Volkswagen,Nivus,2022,118061.18,5128.01
2751.22,18,Volkswagen,Up,2011,24894.67,2814.86
6756.17,39,Honda,City Hatchback,2022,99512.3,4713.46
6208.73,43,Fiat,Siena,2016,20296.25,1100.0
3575.35,18,GWM,Haval H6,2023,201731.56,18946.56
9122.32,20,Ford,Bronco Sport,2018,138671.1,13284.64
11272.01,37,Toyota,Corolla Cross,2017,93934.78,3327.56
9344.38,55,Volkswagen,Polo,2012,36081.16,1801.27
10152.99,52,Jeep,Renegade,2018,71788.5,4377.12
11394.65,30,Hyundai,Tucson,2010,50035.59,3434.69
3745.57,54,Chevrolet,Celta,2023,29629.06,1541.14
3065.92,34,Chevrolet,Camaro,2011,120835.55,6225.79
5308.53,34,Honda,Accord,2012,110107.22,6616.93
8523.7,39,Honda,Accord,2012,95757.6,4735.7
5791.63,48,Volkswagen,Golf,2017,72892.46,2665.65
9423.91,30,Chevrolet,Montana,2018,67164.35,3071.8
9221.32,33,Chevrolet,Montana,2015,48657.55,2245.68
9842.43,23,Hyundai,Santa Fe,2011,79568.72,7755.51
4774.55,42,Chevrolet,Montana,2022,97880.78,4251.0
6850.64,49,Fiat,Palio,2014,18585.25,1100.0
4183.76,49,Peugeot,207,2017,14527.91,1100.0
4609.5,21,Mitsubishi,Pajero Sport,2014,181552.67,21082.45
3290.49,33,Subaru,WRX,2023,327079.1,14853.03
5939.01,52,Toyota,Etios,2022,50345.78,1737.97
8822.81,40,Honda,City,2021,71681.29,3323.61
11582.24,38,Fiat,Uno,2013,14963.51,1100.0
6437.72,38,Honda,Accord,2024,260132.97,13123.89
2283.6,44,Citroen,C3,2022,64823.23,2225.48
7526.09,41,Hyundai,Kona,2025,182205.46,8323.78
7487.47,31,Honda,WR-V,2014,34499.86,2109.47
7630.15,48,Fiat,Toro,2013,52570.8,2998.21
7651.95,23,Chevrolet,Equinox,2012,65035.29,6594.33
7555.49,53,CAOA Chery,Tiggo 8,2006,31504.01,1651.05
5099.0,27,Volkswagen,Polo,2013,26657.64,2649.79
10332.69,44,BMW,320i,2023,293580.64,16492.35
7839.56,36,Toyota,Camry,2023,285144.89,14707.91
7462.03,32,Hyundai,Azera,2005,15698.82,1254.48
14325.43,54,Suzuki,Grand Vitara,2011,28760.05,1405.71
10477.02,46,Chevrolet,Equinox,2023,178493.08,8391.37
14015.41,37,Renault,Oroch,2019,81080.89,4086.1
8824.01,58,Honda,CR-V,2019,176635.23,6813.77
24194.39,49,Lexus,RX 450h,2018,272467.59,13952.54
9405.31,28,Chevrolet,Astra,2018,33987.66,2554.41
4173.24,18,Volkswagen,Voyage,2014,31314.34,3521.24
2529.78,39,Peugeot,308,2025,62170.93,3162.26
8470.52,54,Hyundai,HB20,2025,97846.38,3886.3
16546.02,45,Mini,Cooper S,2006,64770.68,5078.51
10108.2,56,Kia,Soul,2022,61838.96,2496.19
9972.49,30,Renault,Duster,2017,69802.45,3405.92
2517.17,36,Volkswagen,Voyage,2016,38589.75,1876.82
10137.71,36,Hyundai,HB20,2012,33906.17,2067.12
18365.44,40,Kia,Soul,2019,40002.1,2093.17
7898.41,47,Ford,Focus,2005,20931.41,1297.68
11180.79,57,Fiat,Titano,2012,85321.26,5320.79
22033.45,60,Chevrolet,Onix,2013,27975.5,1829.43
12441.31,57,Volvo,EX30,2016,110595.5,7216.31
5690.04,46,Volkswagen,Tiguan,2014,125872.74,6710.15
3494.68,33,BYD,Yuan Plus,2009,58760.31,3160.68
3391.78,40,Peugeot,2008,2022,95561.44,4451.14
12687.85,45,Toyota,Corolla,2014,85139.42,3734.48
26427.2,39,Lexus,RX 450h,2011,151443.32,11718.82
12557.48,27,Fiat,Fastback,2013,47145.88,3434.46
5400.76,32,BYD,Dolphin,2013,46313.05,2937.75
25045.03,48,BMW,330e,2015,185295.73,10284.57
3660.81,35,Honda,Fit,2014,26275.55,1526.84
9196.65,38,Toyota,RAV4,2020,185196.2,9135.98
4674.64,37,Honda,City Hatchback,2010,37888.41,2305.76
1600.0,27,Ford,Bronco Sport,2020,130878.79,8272.73
13540.97,35,Mitsubishi,Pajero TR4,2023,58112.11,3113.57
10218.11,32,Toyota,Corolla Cross,2024,159496.16,8217.31
3096.09,29,Volkswagen,Amarok,2012,66076.36,5439.13
8521.03,25,Volkswagen,Virtus,2025,134598.94,9930.99
6021.87,36,Nissan,Frontier,2024,271110.31,11918.62
6902.18,45,BYD,Dolphin Mini,2021,81859.23,4297.28
6741.55,51,Chevrolet,Onix,2017,45400.3,2828.66
15583.37,21,Volvo,XC40,2009,94236.14,10007.97
11571.0,57,Fiat,Cronos,2023,77852.66,3998.06
8279.65,41,Honda,Accord,2018,168799.65,7681.15
4413.76,24,Honda,Fit,2016,34283.32,3222.56
7706.43,33,Fiat,Cronos,2022,72840.07,3001.35
6514.41,18,Chevrolet,Onix Plus,2019,58394.95,6284.06
7211.3,18,Renault,Fluence,2025,68882.94,6388.83
35874.61,58,Land Rover,Range Rover Sport,2014,369567.36,23580.48
7466.64,29,Chevrolet,Corsa,2013,14000.0,1204.04
5293.4,44,Chevrolet,Spin,2023,82124.06,3590.92
7479.06,36,Renault,Kwid,2021,53469.39,2729.01
5806.83,38,Renault,Logan,2009,28199.57,1844.52
7464.42,42,Fiat,Strada,2024,114491.18,5460.82
2461.75,18,Renault,Kardian,2021,82774.97,7875.98
5747.44,53,Volkswagen,Polo,2024,82260.8,3645.93
3167.08,36,Fiat,Toro,2010,42960.77,2284.98
4153.43,31,Volkswagen,Fox,2018,31144.18,1470.52
5839.37,43,Suzuki,Grand Vitara,2022,66899.75,2888.29
2116.79,29,Renault,Logan,2013,28005.47,2342.82
10539.42,40,GWM,Haval H6,2013,87401.76,5685.92
2830.44,36,Fiat,Punto,2019,38506.67,2033.85
5059.87,46,Ford,Ka,2007,15939.33,1100.0
4424.42,35,Renault,Kardian,2013,44589.95,2564.67
2903.8,25,Peugeot,206,2007,14000.0,1100.0
13886.74,42,BMW,320i,2012,105287.69,7713.98
10040.39,34,Toyota,Etios,2023,61414.53,2519.93
7343.39,18,Toyota,Yaris Sedan,2020,73620.29,7760.67
8106.58,40,BYD,Dolphin,2019,99490.59,5257.11
7383.18,31,Jeep,Cherokee,2024,111828.68,4790.13
7161.64,42,Volkswagen,Fox,2025,50984.92,2173.76
13133.88,27,Lexus,NX 350h,2025,421169.42,34905.27
6807.79,23,Fiat,Uno,2021,35154.45,3203.04
11802.28,52,Honda,WR-V,2018,53497.65,2893.18
2933.2,48,Citroen,Aircross,2019,41043.83,2113.41
3163.32,37,Renault,Kwid,2006,16803.17,1100.0
9951.24,43,Fiat,Mobi,2018,41845.64,1947.72
9517.24,47,Chevrolet,Prisma,2012,22616.62,1420.32
9446.79,37,CAOA Chery,Tiggo 2,2021,60025.19,2752.29
4354.31,23,Peugeot,208,2023,75163.77,6758.07
14504.48,41,CAOA Chery,Tiggo 2,2024,68141.35,2591.05
14331.31,50,Kia,Soul,2019,39322.4,1643.83
6369.93,45,Toyota,RAV4,2017,167767.76,7235.26
3682.47,38,Citroen,C3 Aircross,2017,54476.22,2590.17
6952.15,44,Toyota,RAV4,2025,344777.43,14377.39
12933.1,35,Volvo,EX30,2025,198005.95,10942.22
7177.23,50,CAOA Chery,Tiggo 5X,2018,64874.44,3808.58
13644.05,54,BYD,Dolphin,2020,115824.92,6363.14
6944.82,22,Audi,e-tron,2017,294290.3,35418.63
15954.48,51,Toyota,Yaris,2009,25701.89,1544.22
3154.26,64,Hyundai,Santa Fe,2019,149826.73,10904.34
7701.27,44,Volkswagen,Polo,2015,40682.3,2498.31
18357.14,49,BMW,330e,2025,407103.39,21841.88
2722.58,30,Fiat,Strada,2005,20010.82,1100.0
16769.0,31,BMW,X5,2007,152257.03,10188.55
6884.2,35,Volkswagen,T-Cross,2020,102296.5,5479.35
4133.61,33,Suzuki,Grand Vitara,2022,72493.66,3081.74
3698.56,22,Renault,Clio,2023,30038.59,3062.17
5152.37,35,Jeep,Renegade,2022,109396.21,5053.75
7380.4,48,Fiat,Palio,2013,14707.52,1100.0
9634.02,22,Renault,Logan,2012,25175.07,3036.7
9516.9,40,Fiat,Siena,2012,20324.19,1266.83
3631.87,39,Ford,Territory,2009,63421.61,4027.48
5482.0,34,Volkswagen,Golf,2024,103606.14,5085.75
6271.36,43,Nissan,Tiida,2008,22000.0,1100.0
10538.88,42,Honda,CR-V,2023,234357.59,10450.38
7211.37,33,Fiat,Punto,2020,35819.78,1411.54
14142.33,50,Mini,Countryman,2010,115001.16,7912.47
13404.7,44,Subaru,XV,2021,96777.08,5233.09
12245.38,56,Toyota,Camry,2024,370783.68,15077.86
1622.1,37,Volkswagen,Polo,2015,38843.96,2348.07
3888.53,34,Hyundai,HB20S,2007,17455.84,1100.0
3898.14,35,Renault,Kardian,2025,123402.72,5405.91
10960.72,52,CAOA Chery,Tiggo 5X,2012,41597.25,2568.17
10142.18,36,Nissan,Sentra,2022,128758.01,6562.59
14070.13,36,Chevrolet,Equinox,2019,118695.97,6464.06
15804.08,61,Lexus,ES 300h,2007,102748.87,8777.8
6351.51,21,Chevrolet,Montana,2010,31109.93,3254.57
5376.3,42,Honda,Accord,2010,105652.41,4955.73
12197.72,37,Mercedes-Benz,GLB 200,2024,366603.3,20578.61
3208.79,34,Fiat,Cronos,2021,75992.35,4570.93
3445.83,26,Ford,Ranger,2024,232938.15,12466.09
2268.43,30,Fiat,Punto,2015,23438.3,1100.0
8490.06,33,Honda,Fit,2025,93426.02,4105.2
2812.0,43,Renault,Sandero,2021,67102.99,2563.26
3864.21,48,Citroen,C3,2020,46274.24,2507.84
6240.69,18,Toyota,SW4,2022,264272.6,21186.13
5211.34,23,Renault,Clio,2019,22305.57,2452.6
5247.01,44,Volkswagen,Virtus,2014,40755.65,2790.23
1600.0,45,Citroen,Aircross,2017,32462.27,1596.51
11795.91,20,Renault,Logan,2006,23942.99,2621.85
14018.11,48,BYD,Dolphin,2019,82975.64,4418.2
6980.83,37,Jeep,Compass,2015,69539.55,3328.17
11307.71,46,Chevrolet,Cruze,2019,86107.6,4282.86
16906.36,27,CAOA Chery,Tiggo 5X,2020,82598.0,5188.52
4490.92,21,Citroen,Basalt,2023,83874.08,7308.19
2290.39,34,Hyundai,i30,2020,46081.27,2674.59
10866.97,34,Chevrolet,Tracker,2015,50225.56,3343.02
2756.13,34,Hyundai,Azera,2017,57636.46,3133.53
6818.44,33,Chevrolet,S10,2012,81550.39,3869.26
7960.67,58,Nissan,Kicks,2022,103219.27,4994.29
18580.46,18,Ford,Mustang,2012,184281.86,16978.63
11213.43,27,Hyundai,Creta,2020,93504.73,7704.55
14332.26,32,Mini,Countryman,2013,111014.46,7746.67
16165.84,38,Honda,ZR-V,2015,80195.54,4876.68
7239.99,46,Jeep,Wrangler,2021,309564.55,13302.56
5183.18,48,Volkswagen,Golf,2018,66341.82,3863.06
17314.28,50,Toyota,Corolla,2017,78847.8,3185.28
17006.28,43,Toyota,Corolla Cross,2023,154208.67,6588.8
6977.97,18,Volkswagen,Jetta,2013,80726.74,8437.79
5311.78,18,Nissan,Sentra,2017,71606.51,7021.94
16004.52,51,Chevrolet,Montana,2019,87824.75,4443.27
5540.2,50,Audi,A3 Sedan,2018,147124.28,8869.93
10498.04,45,Nissan,Tiida,2013,22000.0,1212.92
5258.59,28,BMW,M3,2016,394083.13,35631.31
8057.3,34,Volkswagen,Amarok,2020,194834.71,9457.39
9280.78,33,Hyundai,Tucson,2009,38642.12,1972.53
1600.0,25,Fiat,Palio,2018,20130.45,1242.69
12901.55,41,Ford,Ranger,2023,242267.54,12342.02
4711.97,63,Volkswagen,Golf,2024,124148.33,7893.79
11645.25,32,Hyundai,Azera,2020,66309.8,2967.4
9981.93,53,Chevrolet,Tracker,2011,42913.31,2808.06
5939.4,27,Honda,CR-V,2020,169412.84,8526.23
6089.72,19,Chevrolet,Tracker,2012,40822.39,3919.67
6583.29,49,Volkswagen,Polo,2021,65075.62,2913.62
14995.95,35,Honda,Civic,2022,141790.1,6179.32
5884.09,53,Mercedes-Benz,C200,2013,168195.69,11914.9
5312.2,55,Toyota,SW4,2024,393658.89,13423.34
10924.37,34,Ford,EcoSport,2024,75850.89,3055.89
2290.89,54,Hyundai,i30,2018,31958.76,1804.66
5850.26,27,Porsche,Taycan,2019,382085.32,30266.02
6709.92,27,Nissan,March,2012,22000.0,1276.16
5399.77,50,Ford,Territory,2024,201066.45,9817.88
2463.72,19,Renault,Captur,2017,56907.44,6516.69
4077.41,37,Chevrolet,Astra,2006,14000.0,1100.0
10874.62,52,Fiat,Toro,2022,111718.06,6312.23
3285.83,53,Honda,Civic,2018,107236.21,3837.84
2841.18,32,Ford,Ka,2013,15604.34,1100.0
4339.41,50,Citroen,Aircross,2024,58538.59,3210.5
7097.34,24,Fiat,Strada,2020,78548.85,7216.21
3156.26,29,Fiat,Punto,2024,42668.7,2793.56
7919.97,40,Nissan,Frontier,2022,202328.83,8325.48
12122.49,42,Suzuki,Jimny Sierra,2010,50482.27,2903.05
7303.14,25,Fiat,Argo,2020,62726.82,4182.31
5518.83,60,Chevrolet,Prisma,2025,65439.78,3572.16
15293.76,18,Honda,ZR-V,2024,230585.81,19833.09
25534.8,38,GWM,Haval H6 GT,2011,125680.15,7206.14
4873.9,40,Volkswagen,Jetta,2023,200046.94,10185.44
1600.0,18,Peugeot,206,2018,14184.81,1132.82
9578.56,53,BMW,Z4,2025,494358.83,25133.82
10747.33,29,Renault,Fluence,2014,28102.92,2218.32
1602.35,39,Hyundai,ix35,2010,27058.29,1602.55
9098.1,41,Chevrolet,Camaro,2017,305263.26,15852.38
2769.31,20,Chevrolet,Spin,2021,70430.76,5220.46
10418.08,25,Renault,Fluence,2020,36892.02,2819.75
3533.58,56,Nissan,Versa,2023,87497.16,3973.88
8640.33,37,Volkswagen,Tiguan,2021,195845.42,10839.24
6481.34,18,Mitsubishi,L200 Triton,2015,94486.74,11177.62
5957.85,34,Citroen,Basalt,2017,49913.22,2684.95
1600.0,37,Honda,CR-V,2022,221737.97,11277.27
4766.19,40,Volkswagen,Gol,2023,53965.19,2473.41
3350.13,18,Renault,Oroch,2024,118927.44,12370.2
2812.7,37,Volkswagen,Gol,2019,42863.32,2345.07
4538.63,28,Fiat,Strada,2025,129560.72,7360.56
7525.79,40,Chevrolet,Onix Plus,2014,33974.06,1665.54
11346.64,44,Citroen,C3,2017,42383.15,1681.84
16739.75,42,CAOA Chery,Arrizo 6,2025,114307.99,6466.95
14278.07,54,Audi,A4,2022,270386.93,16031.73
16797.11,64,Subaru,Outback,2018,148488.59,9058.89
6286.3,24,Volkswagen,Saveiro,2023,76569.81,5752.77
11577.18,33,Jeep,Wrangler,2016,182381.26,11009.65
1993.23,46,Volkswagen,Saveiro,2020,74580.34,3969.28
15756.3,36,Mercedes-Benz,G63,2025,1693243.47,112181.4
13368.04,18,CAOA Chery,iCar,2021,86836.45,8544.47
8015.58,35,Jeep,Grand Cherokee,2008,85888.55,5535.32
5219.72,52,Toyota,SW4,2022,279327.16,12530.22
10497.52,21,BYD,Seal,2020,197631.23,17748.72
21709.56,40,CAOA Chery,iCar,2012,38497.32,2273.57
28131.34,18,Porsche,Panamera,2017,410960.62,44284.7
7982.58,48,Jeep,Compass,2025,172781.09,7292.34
6452.13,40,Ford,Territory,2021,156243.4,7229.25
3655.34,31,Jeep,Commander,2020,149020.71,6502.57
9171.84,32,Renault,Kardian,2009,27445.13,1857.28
5616.04,20,Volkswagen,Taos,2021,142369.74,13838.96
11136.42,50,Renault,Kardian,2019,68041.77,3293.37
4786.55,28,Jeep,Wrangler,2020,290049.7,21231.31
9107.72,44,Volkswagen,Polo,2016,47325.76,2633.58
9424.3,26,Jeep,Wrangler,2015,171474.16,9940.82
8995.24,64,Renault,Sandero,2020,42808.39,2615.49
8502.82,56,Kia,Sportage,2020,165076.12,9491.64
18750.85,62,Volvo,XC60,2009,118998.78,8474.74
7701.27,64,Chevrolet,Tracker,2024,122121.87,7743.83
11164.35,30,Mercedes-Benz,G63,2012,501971.17,32638.76
8482.82,27,Fiat,Mobi,2019,50614.08,3710.26
21637.95,62,Mercedes-Benz,G63,2023,1688309.7,111096.71
11537.69,36,Nissan,Versa,2014,49439.41,3049.24
12548.21,47,Fiat,Argo,2023,66108.79,2931.87
13863.24,30,Ford,EcoSport,2023,67172.55,3159.62
3478.67,30,Chevrolet,Corsa,2010,14000.0,1100.0
11407.67,47,Jeep,Compass,2013,68950.51,3655.46
13803.52,18,BMW,M3,2023,663802.32,48430.15
3446.88,47,Renault,Fluence,2016,26714.5,1413.23
9790.07,44,Chevrolet,Montana,2025,111099.49,5154.5
17350.63,31,BMW,X1,2009,81580.82,4453.56
4229.83,38,Fiat,Mobi,2015,36640.72,1755.07
12888.89,40,Mitsubishi,Pajero Sport,2008,81841.97,4956.81
7615.9,40,BMW,530i,2023,438021.26,27170.81
4934.34,46,Land Rover,Discovery,2005,120000.0,7232.17
10517.64,28,Ford,Fusion,2022,80338.22,6210.94
11504.69,70,Mitsubishi,Outlander,2015,95244.31,6008.37
12357.93,35,GWM,Haval H6 GT,2010,70759.5,4258.09
6088.64,36,Volkswagen,Polo,2022,74326.66,3652.71
7361.73,61,Jeep,Cherokee,2019,73467.48,3494.7
1600.0,18,Ford,Territory,2024,171135.8,16060.12
9293.99,61,Honda,CR-V,2025,293816.21,14692.38
12898.24,39,Toyota,SW4,2025,425144.94,15593.55
3477.46,31,Volkswagen,Tiguan,2020,215225.52,10796.18
3726.45,24,Volkswagen,Golf,2013,51403.53,3589.98
7726.89,22,GWM,Haval H6 GT,2024,259748.52,19483.13
9772.9,33,Peugeot,2008,2017,49115.56,2400.29
11449.35,41,Peugeot,2008,2011,40356.6,2489.82
7250.4,45,Volkswagen,Polo,2014,38870.88,2470.03
4951.1,41,Nissan,Versa,2011,27807.13,1341.34
3795.5,31,Renault,Kardian,2019,66353.0,3176.54
4888.36,54,Toyota,SW4,2020,226952.84,11736.21
5201.51,70,Renault,Kwid,2018,44146.08,3241.64
4628.73,55,Fiat,Pulse,2019,79512.84,4685.1
6277.61,33,Hyundai,Tucson,2021,158138.84,8760.52
4791.09,44,Chevrolet,Equinox,2007,42168.7,2418.87
10424.03,44,Nissan,Kicks,2023,118550.9,4583.08
3913.67,57,Peugeot,308,2025,41077.09,1856.62
8895.13,33,Chevrolet,Onix Plus,2019,58680.22,2505.64
5020.16,26,Jeep,Cherokee,2016,52978.1,3037.06
9811.11,51,Volkswagen,Voyage,2020,39348.81,2039.36
7982.38,42,Hyundai,Kona,2017,98390.65,5991.81
7968.36,24,Kia,Sportage,2019,137282.33,13039.57
5614.52,46,Renault,Fluence,2018,32304.44,1388.02
7524.84,60,Chevrolet,Onix,2016,42940.12,3047.76
10523.15,29,Volkswagen,Amarok,2023,267960.95,18093.9
4929.44,27,Honda,HR-V,2025,166531.06,9036.92
3019.43,38,Citroen,C3,2021,57266.81,2559.3
8297.83,46,Chevrolet,Onix Plus,2022,77807.87,4074.42
5810.09,37,Kia,Stonic,2024,124258.57,5775.86
5813.0,51,Chevrolet,S10,2023,196630.34,9461.15
9070.96,41,Renault,Sandero,2024,72320.89,4061.7
9991.41,50,Mitsubishi,Outlander,2025,240201.39,9957.63
12341.45,29,Mini,Cooper S,2023,213283.45,18624.8
9417.68,23,Volkswagen,Virtus,2014,51940.36,4834.79
10048.42,33,Nissan,Sentra,2021,112711.02,5092.86
4645.81,21,Mercedes-Benz,CLA 200,2024,301081.98,33583.74
3913.29,42,Fiat,Toro,2021,99862.74,4793.94
3856.06,18,Chevrolet,Camaro,2012,123294.28,10296.09
2873.03,32,Peugeot,206,2013,14000.0,1100.0
6407.14,34,BYD,Dolphin Mini,2023,112742.05,6414.81
2116.69,25,Ford,Territory,2016,107016.33,6824.27
13593.62,34,Mercedes-Benz,GLB 200,2021,297353.57,14667.71
8909.79,38,Hyundai,HB20,2025,91305.95,4290.76
10239.74,53,Kia,Stonic,2018,86718.68,4366.84
20931.16,25,BMW,Z4,2022,397244.29,30183.77
5697.45,42,Hyundai,Santa Fe,2011,99213.05,6837.73
3288.41,44,Fiat,Fiorino,2025,98377.38,4149.12
10634.44,37,Toyota,Corolla,2020,98189.57,5273.99
5534.5,32,Toyota,Corolla Cross,2019,103501.22,5024.35
2745.48,24,Citroen,Basalt,2025,102776.25,6781.14
19991.57,60,Ford,Fiesta,2014,24857.25,1420.15
12600.25,38,Toyota,Corolla Cross,2023,140258.82,6719.37
14489.36,34,Kia,Soul,2010,22000.0,1100.0
6383.25,63,Volkswagen,T-Cross,2018,87138.21,5520.2
5301.73,40,Renault,Kardian,2012,35406.2,2052.24
16216.68,68,BMW,320i,2017,182474.44,12082.01
4073.88,21,GWM,Haval H6 GT,2011,97242.57,11419.18
5565.61,35,Fiat,Fiorino,2020,78938.66,4583.05
7644.41,21,Volkswagen,Jetta,2014,85261.93,7778.53
17488.89,36,Mitsubishi,Outlander,2020,139704.28,6025.33
1679.74,36,Ford,EcoSport,2022,69275.18,3069.54
5192.07,32,Fiat,Punto,2016,26792.46,1456.49
3840.83,38,Citroen,C4 Cactus,2025,111821.7,4158.13
11105.57,33,CAOA Chery,Tiggo 5X,2010,39429.04,1590.6
3139.32,36,Citroen,C4 Lounge,2024,61888.31,2702.03
